Culture,CERCID,Order,GOOD_ORIG_NC,GOOD_ORIG_TL,MATCH_GOOD,GOOD_SPEC_NC,GOOD_SPEC_TL,GOOD_SPEC_BP,BAD_ORIG_NC,BAD_ORIG_TL,MATCH_BAD,BAD_SPEC_NC,BAD_SPEC_TL,BAD_SPEC_BP
Mauritius,CERC299,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC299,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC299,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC3,1,Respect,Respect,Match,Respect,Respectful,Respectful,Drink kava,Drink kava,Match,Alcohol - Kava,Substance abuse,Drugs/Alcohol/Substance
Coastal Tanna,CERC3,2,Sharing of money,Sharing of money,Match,Sharing - Money,Sharing,Generous/Shares,Drink alcohol,Drink alcohol,Match,Alcohol - Drinking,Substance abuse,Drugs/Alcohol/Substance
Coastal Tanna,CERC3,3,Believe in Jesus,Believe in Jesus,Match,Faith,Christianity,Religious Faith,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC3,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC3,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC30,1,Respect,Respect,Match,Respect,Respectful,Respectful,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Coastal Tanna,CERC30,2,Love,Love,Match,Loving,Loving,Loving,Drinking,Drinking,Match,Alcohol - Drinking,Substance abuse,Drugs/Alcohol/Substance
Coastal Tanna,CERC30,3,Joy,Joy,Match,Joy,Happiness,Joy,Quarrelling,Quarrelling,Match,Arguments,Fighting,Argumentative
Coastal Tanna,CERC30,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Coastal Tanna,CERC30,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC301,1,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC301,2,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC301,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC301,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC301,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC302,1,helpful,helpful,Match,Helpful,Helpful,Helpful,threats,threats,Match,Threats,Threats,Threatening
Mauritius,CERC302,2,work they do,work they do,Match,Work,Work they do,Hard-working,beating up others,beating up others,Match,Violence  - Fighting,Fighting,Violent
Mauritius,CERC302,3,religious work,religious work,Match,Religious - Work,Religious work,Religious Faith,hurting others,hurting others,Match,Hurting - Others,Harmful,Harm Others
Mauritius,CERC302,4,respect,respect,Match,Respect,Respectful,Respectful,acts as obstacle to others,acts as obstacle to others,Match,Act - Obstacle,Acts as obstacle to others,Impeding Others
Mauritius,CERC302,5,good life,good life,Match,Life - Good,Good life,Life,doesn’t greet others,doesn’t greet others,Match,Not Greeting,Impolite,Unsociable
Mauritius,CERC303,1,speaks nicely,speaks nicely,Match,Speech - Nice,Speaks nicely,Speaking,does not look for jobs,does not look for jobs,Match,No Work - Search,Doesn't look for jobs,Doesn't Look for Work
Mauritius,CERC303,2,lives a good family life,lives a good family life,Match,Lives - Good Family,Good family,Life,consumes alcohol,consumes alcohol,Match,Alcohol - Consumption,Substance abuse,Drugs/Alcohol/Substance
Mauritius,CERC303,3,offers prayers,offers prayers,Match,Prayer,Prayer,Prayer,domestic violence,domestic violence,Match,Violence  - Fighting,Domestic violence,Violent
Mauritius,CERC303,4,good work,good work,Match,Work - Good,Good work,Hard-working,takes drugs,takes drugs,Match,Drugs,Substance abuse,Drugs/Alcohol/Substance
Mauritius,CERC303,5,respect,respect,Match,Respect,Respectful,Respectful,makes the whole family suffer,makes the whole family suffer,Match,Suffering - Family,Making the family suffer,Makes Others Suffer
Mauritius,CERC304,1,speaks nicely,speaks nicely,Match,Speech - Nice,Speaks nicely,Speaking,no respect,no respect,Match,Disrespectful,Disrespectful,Disrespectful
Mauritius,CERC304,2,respectful,respectful,Match,Respect,Respectful,Respectful,speaks badly,speaks badly,Match,Speech - Badly,Talks badly,Doesn't Speak Well
Mauritius,CERC304,3,happy,happy,Match,Happiness ,Happiness,Happy,bad character,bad character,Match,Character - Bad,Bad character,"Bad (Conscience, Behavior, Nature, Heart)"
Mauritius,CERC304,4,way of living,way of living,Match,Lifestyle,Way of living,Life,likes teasing others,likes teasing others,Match,Liking - Teasing,Insulting,Teases
Mauritius,CERC304,5,smiles,smiles,Match,Smiling,Smiles,Happy,bad perception of life,bad perception of life,Match,Perception - Bad,Bad perception of life,Poor Outlook
Mauritius,CERC305,1,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC305,2,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC305,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC305,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC305,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC306,1,the mentality,the mentality,Match,Mentality,Mentality,Intelligent, take drugs, take drugs,Match,Drugs,Substance abuse,Drugs/Alcohol/Substance
Mauritius,CERC306,2,good manners,good manners,Match,Manners - Good,Good manners,Manners,burgler,burgler,Match,Stealing - Burglers,Stealing,Theft
Mauritius,CERC306,3,help each other,help each other,Match,Helpful - Others,Helpful,Helpful,no pity,no pity,Match,No Pity,No pity,Lacks Empathy
Mauritius,CERC306,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC307,1,when one does not make a mess,when one does not make a mess,Match,No Mess,Cleanliness,Clean,no respect,no respect,Match,Disrespectful,Disrespectful,Disrespectful
Mauritius,CERC307,2,no alcohol,no alcohol,Match,No Alcohol,No substance abuse,Drugs/Alcohol/Substance,teases other's wives,teases other's wives,Match,Teasing - Others Wives,Teasing women,Teases
Mauritius,CERC307,3,no smoker,no smoker,Match,No Smoking,No substance abuse,Drugs/Alcohol/Substance,sweares,sweares,Match,Swearing,Foul language,Bad Language (Swearing)
Mauritius,CERC307,4,serenity,serenity,Match,Serenity,Calm,Peaceful,mess in own house,mess in own house,Match,Mess,Mess in his own house,Dirty
Mauritius,CERC307,5,good worker,good worker,Match,Work - Good,Good worker,Hard-working,shouts at children,shouts at children,Match,Shouting - Children,Shouting,Noisy
Coastal Tanna,CERC31,1,Concern for others,Concern for others,Match,Concern,Caring,Concern,Doesn't think of others,Doesn't think of others,Match,Selfish,Unthoughtful,Selfish
Coastal Tanna,CERC31,2,Respect,Respect,Match,Respect,Respectful,Respectful,Talks behind others' backs,Talks behind others' backs,Match,Gossip,Gossipping,Gossip
Coastal Tanna,CERC31,3,Honest,Honest,Match,Honesty,Honesty,Honest,Disrespect,Disrespect,Match,Disrespectful,Disrespectful,Disrespectful
Coastal Tanna,CERC31,4,Responsible / has a plan,Responsible / has a plan,Match,Responsible,Responsible,Responsible,Divorce/leaving children,Divorce/leaving children,Match,Divorce/Leaving,Divorce,Divorce
Coastal Tanna,CERC31,5,Laughs/sense of humour,Laughs/sense of humour,Match,Laughter,Happiness,Humor,Stealing,Stealing,Match,Stealing,Stealing,Theft
Mauritius,CERC310,1,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC310,2,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC310,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC310,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC310,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC311,1,speaks nicely,speaks nicely,Match,Speech - Nice,Speaks nicely,Speaking,use swearing words,use swearing words,Match,Swearing,Foul language,Bad Language (Swearing)
Mauritius,CERC311,2,way of reacting to others,way of reacting to others,Match,Reaction,Way of reacting to others,Temper,fights,fights,Match,Violence  - Fighting,Fighting,Violent
Mauritius,CERC311,3,stays in good terms with family,stays in good terms with family,Match,Good Terms - Family,Good relationships,"Good (Conscience, Behavior, Nature, Heart)",jelaous,jelaous,Match,Jealousy,Jealousy,Jealous
Mauritius,CERC311,4,remains in peace with the nehgbourhood,remains in peace with the nehgbourhood,Match,Peace - Neighbourhood,Peace,Peaceful,doesn’t speak nicely,doesn’t speak nicely,Match,Not Speaking - Nice,Talks badly,Doesn't Speak Well
Mauritius,CERC311,5,doesn’t drink alcohol and smoke cigarettes,doesn’t drink alcohol and smoke cigarettes,Match,No Alcohol - Drinking,No substance abuse,Drugs/Alcohol/Substance,takes drugs,takes drugs,Match,Drugs,Substance abuse,Drugs/Alcohol/Substance
Mauritius,CERC315,1,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC315,2,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC315,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC315,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC316,1,helps others,helps others,Match,Helpful - Others,Helpful,Helpful,selfish,selfish,Match,Selfish,Selfish,Selfish
Mauritius,CERC316,2,performs good works,performs good works,Match,Perform - Good Works,Good work,Hard-working,doesn’t like sharing,doesn’t like sharing,Match,Not Liking - Sharing,Doesn't share,Unloved/Unloving
Mauritius,CERC316,3,clean heart,clean heart,Match,Clean - Heart,Good heart,Clean,not helpful,not helpful,Match,Not Helpful,Unhelpful,Unhelpful
Mauritius,CERC316,4,shares sorrows,shares sorrows,Match,Sharing - Sorrows,Sympathetic,Generous/Shares,consumes alcohol,consumes alcohol,Match,Alcohol - Consumption,Substance abuse,Drugs/Alcohol/Substance
Mauritius,CERC316,5,donates,donates,Match,Charitable - Donations,Donation,Generous/Shares,fights,fights,Match,Violence  - Fighting,Fighting,Violent
Mauritius,CERC317,1,respect,respect,Match,Respect,Respectful,Respectful,take drugs,take drugs,Match,Drugs,Substance abuse,Drugs/Alcohol/Substance
Mauritius,CERC317,2,works,works,Match,Work,Work they do,Hard-working,selfish,selfish,Match,Selfish,Selfish,Selfish
Mauritius,CERC317,3,not selfish,not selfish,Match,Not Selfish,Selfless,Not Needy/Selfish,doesn’t keep promises,doesn’t keep promises,Match,No Promises,Doesn't keep promises,Breaks Promises
Mauritius,CERC317,4,responsible,responsible,Match,Responsible,Responsible,Responsible,burgler,burgler,Match,Stealing - Burglers,Stealing,Theft
Mauritius,CERC317,5,helps others,helps others,Match,Helpful - Others,Helpful,Helpful,NA,NA,Match,NA,NA,NA
Mauritius,CERC318,1,good way of speaking,good way of speaking,Match,Speech - Good,Speaks nicely,Speaking,take drugs,take drugs,Match,Drugs,Substance abuse,Drugs/Alcohol/Substance
Mauritius,CERC318,2,respect,respect,Match,Respect,Respectful,Respectful,rapes,rapes,Match,Violence - Rape,Rapes,Rape
Mauritius,CERC318,3,good attitude,good attitude,Match,Attitude - Good,Good attitude,Attitude,lies,lies,Match,Lies,Dishonesty,Dishonest
Mauritius,CERC318,4,appearance,appearance,Match,Appearance,Physical appearance,Appearance,pride,pride,Match,Pride,Pride,Proud
Mauritius,CERC318,5,good conduct,good conduct,Match,Conduct - Good,Good conduct,"Good (Conscience, Behavior, Nature, Heart)",burgler,burgler,Match,Stealing - Burglers,Stealing,Theft
Mauritius,CERC319,1,welcoming,welcoming,Match,Hospitable,Welcoming,Hospitable,no good way of speaking,no good way of speaking,Match,No Speech - Good,Talks badly,Doesn't Speak Well
Mauritius,CERC319,2,NA,NA,Match,NA,NA,NA,alcoholic,alcoholic,Match,Alcoholic,Substance abuse,Drugs/Alcohol/Substance
Mauritius,CERC319,3,NA,NA,Match,NA,NA,NA,violent,violent,Match,Violence,Violence,Violent
Mauritius,CERC319,4,NA,NA,Match,NA,NA,NA,adultery,adultery,Match,Adultery,Adultery,Adultery
Coastal Tanna,CERC32,1,Help other people,Help other people,Match,Helpful - Others,Helpful,Helpful,Aggressive,Aggressive,Match,Aggression,Aggressive,Aggressive
Coastal Tanna,CERC32,2,Peace keeping,Peace keeping,Match,Peace - Keep,Peace,Peaceful,Alcoholic,Alcoholic,Match,Alcohol,Substance abuse,Drugs/Alcohol/Substance
Coastal Tanna,CERC32,3,Christian,Christian,Match,Faith,Christianity,Religious Faith,Smokes marijuana,Smokes marijuana,Match,Smoking - Marijuana,Substance abuse,Drugs/Alcohol/Substance
Coastal Tanna,CERC32,4,Humble,Humble,Match,Humble,Humble,Humble,Murder,Murder,Match,Violence - Murder,Killing,Murder
Coastal Tanna,CERC32,5,Loves others,Loves others,Match,Loving - Others,Loving,Loving,Steal,Steal,Match,Stealing,Stealing,Theft
Mauritius,CERC321,1,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC321,2,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC321,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC321,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC321,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC322,1,calm,calm,Match,Calm,Calm,Peaceful,lower down others,lower down others,Match,Lowering - Others,Arrogance,Domineering
Mauritius,CERC322,2,helpful,helpful,Match,Helpful,Helpful,Helpful,selfish,selfish,Match,Selfish,Selfish,Selfish
Mauritius,CERC322,3,not selfish,not selfish,Match,Not Selfish,Selfless,Not Needy/Selfish,likes fighting,likes fighting,Match,Liking - Fighting,Fighting,Violent
Mauritius,CERC322,4,social worker,social worker,Match,Social Worker,Social worker,Social worker,jelaous,jelaous,Match,Jealousy,Jealousy,Jealous
Mauritius,CERC322,5,doesn’t engage in useless fights,doesn’t engage in useless fights,Match,No Violence - Fighting,No fights,No Violence,NA,NA,Match,NA,NA,NA
Mauritius,CERC323,1,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC324,1,NA,NA,Match,NA,NA,NA,4th point: tease others,4th point: tease others,Match,Teasing,Insulting,Teases
Mauritius,CERC324,2,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC324,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC324,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC326,1,reaction,reaction,Match,Reaction,Way of reacting to others,Temper, no respect towards elders, no respect towards elders,Match,Disrespectful - Elders,Disrespectful,Disrespectful
Mauritius,CERC326,2,way of working,way of working,Match,Work - Way,Work they do,Hard-working,way of addressing people,way of addressing people,Match,Addressing - People,Way of addressing people,Improperly Addresses Others
Mauritius,CERC326,3,independent,independent,Match,Independent,Independence,Freedom,way of dressing,way of dressing,Match,Dress,Bad dressing style,Appearance
Mauritius,CERC326,4,good manners,good manners,Match,Manners - Good,Good manners,Manners,way of addressing an elder,way of addressing an elder,Match,Addressing - Elders,Way of addressing an elder,Improperly Addresses Others
Mauritius,CERC326,5,way of dressing,way of dressing,Match,Dress,Dressing well,Appearance,reaction towards strangers,reaction towards strangers,Match,Reaction - Strangers,Reaction towards strangers,Temper
Coastal Tanna,CERC33,1,Sharing,Sharing,Match,Sharing,Sharing,Generous/Shares,Steal,Steal,Match,Stealing,Stealing,Theft
Coastal Tanna,CERC33,2,Love,Love,Match,Loving,Loving,Loving,Fighting,Fighting,Match,Violence  - Fighting,Fighting,Violent
Coastal Tanna,CERC33,3,Respect,Respect,Match,Respect,Respectful,Respectful,No respect,No respect,Match,Disrespectful,Disrespectful,Disrespectful
Coastal Tanna,CERC33,4,No stealing,No stealing,Match,Not Stealing,No stealing,No Stealing,Swearing,Swearing,Match,Swearing,Foul language,Bad Language (Swearing)
Coastal Tanna,CERC33,5,No hitting someone,No hitting someone,Match,No Violence  - Hitting,No violence,No Violence,Cheating,Cheating,Match,Adultery,Cheating,Adultery
Mauritius,CERC331,1,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC331,2,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC331,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC331,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC332,1,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC332,2,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC332,3,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC332,4,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC332,5,NA,NA,Match,NA,NA,NA,NA,NA,Match,NA,NA,NA
Mauritius,CERC333,1,discipline,discipline,Match,Discipline,Discipline,Disciplined,no good ways of speaking,no good ways of speaking,Match,No Speech - Good,Talks badly,Doesn't Speak Well
Mauritius,CERC333,2,behaviours,behaviours,Match,Behaviour,Behaviors,"Good (Conscience, Behavior, Nature, Heart)",not disciplined,not disciplined,Match,No Discipline,Lack of discipline,Undisciplined
Mauritius,CERC333,3,way of being dressed,way of being dressed,Match,Dress,Dressing well,Appearance,selfish,selfish,Match,Selfish,Selfish,Selfish
Mauritius,CERC333,4,values,values,Match,Values,Values,Values,bad behaviours,bad behaviours,Match,Behaviour - Bad,Bad behavior,"Bad (Conscience, Behavior, Nature, Heart)"
Mauritius,CERC333,5,way of reacting,way of reacting,Match,Reaction,Way of reacting to others,Temper,bad reactions,bad reactions,Match,Reactions - Bad,Bad reaction,Temper
